Month,Batch,Distance,No,Length,Width
Aug,10,70,19,0.3,0.5
Aug,10,100,1,1.2,2
Aug,10,100,2,0.5,0.8
Aug,10,100,3,1,1.2
Aug,10,100,4,0.7,1
Aug,10,100,5,0.4,0.5
Aug,10,100,6,0.3,0.5
Aug,10,100,7,0.3,0.5
Aug,10,100,8,0.3,0.5
Aug,10,100,9,0.2,0.5
Aug,10,100,10,0.3,0.5
Aug,10,130,1,3.5,3.5
Aug,10,130,2,4.5,5.6
Aug,10,130,3,0.2,0.3
Aug,10,130,4,0.2,0.3
Aug,10,130,5,0.4,0.5
Aug,10,130,6,0.5,0.6
Aug,10,130,7,0.4,0.6
Aug,10,130,8,0.3,0.5
Aug,10,130,9,0.2,0.3
Aug,10,130,10,0.2,0.3
Aug,10,130,11,0.2,0.3
Aug,10,130,12,0.3,0.4
Aug,10,130,13,0.4,0.7
Aug,10,130,14,0.5,0.7
Aug,10,130,15,0.2,0.5
Aug,10,130,16,0.5,0.7
Aug,10,130,17,0.4,0.5
Aug,10,130,18,0.1,0.2
Aug,10,130,19,0.2,0.3
Aug,10,130,20,0.4,0.5
Aug,10,130,21,0.4,0.6
Aug,10,130,22,0.6,0.9
Aug,10,130,23,0.4,0.5
Aug,10,130,24,0.4,0.7
Aug,10,130,25,0.5,0.7
Aug,10,130,26,0.2,0.5
Aug,10,130,27,0.5,0.6
Aug,10,130,28,0.3,0.5
Aug,10,130,29,0.3,0.4
Aug,10,130,30,0.2,0.3
Aug,10,130,31,0.5,0.7
Aug,10,130,32,0.5,0.7
Aug,10,130,33,0.3,0.5
Aug,10,130,34,0.5,0.7
Aug,10,130,35,0.6,1.2
Aug,10,130,36,0.3,0.5
Aug,10,130,37,0.4,0.7
Aug,10,130,38,0.2,0.5
Aug,10,130,39,0.3,0.5
Aug,10,130,40,0.3,0.5
Aug,10,130,41,0.3,0.5
Aug,10,130,42,0.2,0.3
Aug,10,130,43,0.2,0.4
Aug,10,130,44,0.7,0.9
Aug,11,10,1,0.5,0.6
Aug,11,40,1,1.1,1.3
Aug,11,40,2,0.9,1.5
Aug,11,40,3,0.4,0.8
Aug,11,40,4,1,1.3
Aug,11,40,5,0.7,1
Aug,11,70,1,0.7,1
Aug,11,70,2,0.5,1.2
Aug,11,70,3,0.9,1.3
Aug,11,70,4,0.3,0.5
Aug,11,70,5,0.7,0.5
Aug,11,70,6,0.7,0.6
Aug,11,70,7,0.2,0.5
Aug,11,70,8,0.5,0.6
Aug,11,70,9,1,1.2
Aug,11,70,10,0.5,0.7
Aug,11,70,11,1,1.2
Aug,11,70,12,1,1.2
Aug,11,100,1,0.9,1
Aug,11,130,1,0.5,0.6
Aug,11,130,2,0.6,0.7
Aug,11,130,3,0.2,0.3
Aug,11,130,4,0.2,0.7
Aug,11,130,5,0.4,0.5
Aug,11,130,6,0.2,0.5
Aug,11,130,7,0.5,0.5
Aug,11,130,8,0.3,0.5
Aug,11,130,9,0.4,0.5
Aug,11,130,10,0.5,0.6
Aug,11,130,11,0.5,0.2
Aug,11,130,12,0.3,0.5
Aug,11,130,13,0.5,0.8
Aug,11,130,14,0.2,0.3
Aug,11,130,15,0.2,0.5
Aug,11,130,16,0.2,0.3
Aug,11,130,17,0.2,0.3
Aug,11,130,18,0.2,0.3
Aug,11,130,19,0.4,0.7
Aug,11,130,20,0.2,0.5
Aug,11,130,21,0.3,0.5
Aug,11,130,22,0.2,0.3
Aug,11,130,23,0.2,0.3
Aug,11,130,24,0.3,0.5
Aug,11,130,25,0.7,0.8
Aug,11,130,26,0.2,0.5
Aug,11,130,27,0.1,0.2
Aug,11,130,28,0.7,1.2
Aug,12,10,1,1,1.2
Aug,12,40,1,0.9,1
Aug,12,40,2,2,2.3
Aug,12,40,3,0.9,1
Aug,12,100,1,0.9,1
Aug,12,100,2,0.7,0.9
Aug,12,130,1,0.3,0.5
Aug,12,130,2,0.2,0.5
Aug,12,130,3,0.3,0.3
Aug,12,130,4,0.2,0.4
Aug,12,130,5,0.5,0.6
Aug,12,130,6,0.7,0.2
Aug,12,130,7,0.4,0.5
Aug,12,130,8,0.8,1
Aug,12,130,9,0.7,0.9
Aug,12,130,10,0.4,0.5
Aug,12,130,11,0.4,0.6
Aug,12,130,12,0.6,0.9
Aug,12,130,13,0.5,0.8
Aug,12,130,14,0.4,0.6
Aug,12,130,15,0.6,0.3
Aug,12,130,16,0.5,0.2
Aug,12,130,17,0.5,0.5
Aug,12,130,18,0.7,0.3
Aug,12,130,19,0.5,0.2
Aug,12,130,20,0.7,0.5
Aug,12,130,21,0.6,0.6
Aug,12,130,22,0.4,0.8
Aug,12,130,23,0.5,0.5
Aug,12,130,24,0.9,1.1
Aug,12,130,25,0.6,1
Aug,12,130,26,0.5,0.6
Aug,12,130,27,0.5,0.8
Aug,12,130,28,0.4,0.6
Aug,12,130,29,0.2,0.9
Aug,12,130,30,0.5,0.8
Aug,12,130,31,0.8,1.2
Aug,12,130,32,0.3,0.5
Aug,12,130,33,0.5,0.7
Aug,12,130,34,0.2,0.3
Aug,12,130,35,0.1,0.2
Aug,12,130,36,0.4,0.5
Aug,12,130,37,0.7,0.6
Aug,12,130,38,0.2,0.3
Aug,12,130,39,0.3,0.5
Aug,12,130,40,0.5,0.7
Aug,12,130,41,0.2,0.3
Aug,12,130,42,0.1,0.2
Aug,12,130,43,0.8,1.2
Aug,12,130,44,0.5,0.7
Aug,12,130,45,0.6,1
Aug,12,130,46,0.3,0.3
Aug,12,130,47,0.2,0.3
Aug,12,130,48,0.1,0.2
Aug,12,130,49,0.8,1.2
Aug,12,130,50,0.9,1.2
Aug,13,10,1,1.5,2
Aug,13,40,1,0.5,1
Aug,13,70,1,0.4,0.6
Aug,13,70,2,0.6,0.7
Aug,13,70,3,0.8,1
Aug,13,70,4,1,1.2
Aug,13,70,5,0.6,0.9
Aug,13,130,1,0.6,0.7
Aug,13,130,2,0.2,0.3
Aug,13,130,3,0.3,1.2
Aug,13,130,4,0.6,0.9
Aug,13,130,5,0.2,0.3
Aug,13,130,6,0.3,0.5
Aug,13,130,7,0.2,0.5
Aug,13,130,8,0.4,0.5
Aug,13,130,9,0.4,0.5
Aug,13,130,10,0.3,0.5
Aug,13,130,11,0.4,0.5
Aug,13,130,12,0.2,0.5
Aug,13,130,13,0.3,0.2
Aug,13,130,14,0.2,0.5
Aug,13,130,15,0.2,0.3
Aug,13,130,16,0.4,0.2
Aug,13,130,17,0.2,0.4
Aug,13,130,18,0.2,0.2
Aug,13,130,19,0.4,0.5
Aug,13,130,20,0.5,0.2
Aug,13,130,21,0.5,0.6
Aug,13,130,22,0.7,0.7
Aug,13,130,23,0.1,0.2
Aug,13,130,24,0.5,0.3
Aug,13,130,25,0.5,0.3
Aug,13,130,26,0.5,0.6
Aug,13,130,27,0.2,0.3
Aug,13,130,28,0.1,0.2
Aug,13,130,29,0.7,1
Aug,13,130,30,0.4,0.5
Aug,13,130,31,0.2,0.5
Aug,13,130,32,0.4,0.9
Aug,13,130,33,0.4,0.5
Aug,13,130,34,0.2,0.3
Aug,13,130,35,0.2,0.3
Aug,13,130,36,0.4,0.6
Aug,13,130,37,1,1.3
Aug,13,130,38,0.9,1.2
Aug,14,40,1,0.5,0.9
Aug,14,40,2,0.7,1.2
Aug,14,40,3,1,1.3
Aug,14,40,4,0.7,1
Aug,14,40,5,0.5,1
Aug,14,40,6,0.4,0.7
Aug,14,70,1,1,1.2
Aug,14,70,2,0.7,1
Aug,14,70,3,0.2,0.3
Aug,14,70,4,0.7,1
Aug,14,70,5,0.9,1
Aug,14,70,6,0.4,1
Aug,14,70,7,1,1.2
Aug,14,70,8,0.8,2
Aug,14,70,9,1.5,2.2
Aug,14,70,10,0.7,1
Aug,14,70,11,1,1.3
Aug,14,70,12,0.5,0.7
Aug,14,70,13,0.5,0.7
Aug,14,70,14,0.3,0.7
Aug,14,70,15,0.5,0.7
Aug,14,130,1,0.5,0.8
Aug,14,130,2,0.4,0.6
Aug,14,130,3,0.2,0.5
Aug,14,130,4,0.3,0.5
Aug,14,130,5,0.2,0.5
Aug,14,130,6,0.4,0.6
Aug,14,130,7,0.2,0.3
Aug,14,130,8,0.5,0.3
Aug,14,130,9,0.5,0.6
Aug,14,130,10,0.6,0.7
Aug,14,130,11,0.3,0.5
Aug,14,130,12,0.6,0.9
Aug,14,130,13,0.5,0.6
Aug,14,130,14,0.4,0.5
Aug,14,130,15,0.2,0.5
Aug,14,130,16,0.4,0.5
Aug,14,130,17,0.2,0.7
Aug,14,130,18,0.5,0.2
Aug,14,130,19,0.5,0.2
Aug,14,130,20,0.3,0.2
Aug,14,130,21,0.4,0.2
Aug,14,130,22,0.2,0.5
Aug,14,130,23,0.3,0.5
Aug,14,130,24,0.5,0.7
Aug,14,130,25,0.6,0.8
Aug,14,130,26,0.5,1
Aug,14,130,27,0.1,0.2
Aug,14,130,28,0.3,0.3
Aug,14,130,29,0.2,0.1
Aug,14,130,30,0.4,0.5
Aug,14,130,31,0.2,0.3
Aug,14,130,32,0.3,0.5
Aug,14,130,33,0.2,0.3
Aug,14,130,34,0.1,0.2
Aug,14,130,35,0.3,0.5
Aug,14,130,36,0.2,0.3
Aug,14,130,37,0.3,0.5
Aug,14,130,38,0.3,0.4
Aug,14,130,39,0.5,0.2
Aug,14,130,40,0.5,0.5
Aug,14,130,41,0.6,0.2
Aug,14,130,42,0.3,0.3
Aug,14,130,43,0.5,0.5
Aug,14,130,44,0.5,0.6
Aug,14,130,45,0.3,0.5
Aug,14,130,46,0.3,0.5
Aug,14,130,47,0.3,0.4
Aug,14,130,48,0.3,0.4
Aug,14,130,49,0.6,0.1
Aug,14,130,50,0.2,0.2
Aug,14,130,51,0.3,0.4
Aug,14,130,52,0.6,0.5
Aug,14,130,53,0.8,0.2
Aug,14,130,54,0.2,0.4
Aug,14,130,55,0.3,0.5
Aug,14,130,56,0.2,0.5
Aug,14,130,57,0.5,0.7
Aug,15,40,1,0.7,0.7
Aug,15,40,2,0.5,0.2
Aug,15,40,3,0.2,1.6
Aug,15,40,4,1.6,1.4
Aug,15,40,5,1.9,1.5
Aug,15,40,6,1.8,1.5
Aug,15,40,7,1.6,1.2
Aug,15,40,8,1.9,0.8
Aug,15,40,9,2.4,1.2
Aug,15,40,10,2.5,0.8
Aug,15,40,11,1.8,1.2
Aug,15,40,12,1.9,1.2
Aug,15,40,13,1.7,0.6
Aug,15,40,14,1.3,1.1
Aug,15,40,15,2.1,1.4
Aug,15,130,1,1.8,1.6
Aug,15,130,2,0.7,0.5
Aug,15,130,3,0.4,0.2
Aug,15,130,4,0.5,0.3
Aug,15,130,5,0.2,0.4
Aug,15,130,6,0.2,0.8
Aug,15,130,7,0.5,0.5
Aug,15,130,8,0.2,0.4
Aug,15,130,9,0.2,0.4
Aug,15,130,10,0.4,0.2
Aug,15,130,11,0.5,0.3
Aug,15,130,12,0.8,0.5
Aug,15,130,13,0.6,0.4
Aug,15,130,14,0.7,0.5
Aug,16,10,1,2,2.3
Aug,16,10,2,1.3,1.7
Aug,16,40,1,0.7,1.3
Aug,16,40,2,0.6,0.7
Aug,16,40,3,1.1,1.3
Aug,16,40,4,0.6,0.7
Aug,16,40,5,0.4,0.3
Aug,16,40,6,0.3,0.5
Aug,16,70,1,1.2,1.5
Aug,16,70,2,1.3,1.7
Aug,16,70,3,0.6,0.7
Aug,16,70,4,0.3,0.4
Aug,16,100,2,1.2,1.3
Aug,16,100,2,1.1,1.2
Aug,16,130,1,0.3,0.5
Aug,16,130,2,0.3,0.5
Aug,16,130,3,0.6,0.7
Aug,16,130,4,0.5,0.8
Aug,16,130,5,0.5,0.3
Aug,16,130,6,0.5,0.7
Aug,16,130,7,0.5,0.3
Aug,16,130,8,0.4,0.5
Aug,16,130,9,0.5,0.6
Aug,16,130,10,0.3,0.5
Aug,16,130,11,0.4,0.5
Aug,16,130,12,0.2,0.3
Aug,16,130,13,0.3,0.5
Aug,16,130,14,0.2,0.5
Aug,16,130,15,0.4,0.5
Aug,16,130,16,0.2,0.5
Aug,16,130,17,0.5,0.6
Aug,16,130,18,0.6,0.2
Aug,16,130,19,0.3,0.5
Aug,16,130,20,0.9,0.6
Aug,16,130,21,0.3,0.5
Aug,16,130,22,0.6,0.4
Aug,16,130,23,0.6,0.3
Aug,16,130,24,0.3,0.6
Aug,16,130,25,0.5,0.6
Aug,16,130,26,0.4,0.8
Aug,17,10,1,2.4,2
Aug,17,10,2,2.7,2.5
Aug,17,10,3,0.5,0.3
Aug,17,10,4,0.7,0.5
Aug,17,10,5,0.8,0.4
Aug,17,10,6,0.7,0.5
Aug,17,10,7,0.8,0.5
Aug,17,40,1,2.7,2.5
Aug,17,40,2,0.9,0.5
Aug,17,40,3,2.5,1.8
Aug,17,40,4,1.2,0.8
Aug,17,70,1,0.8,0.5
Aug,17,70,2,0.9,0.4
Aug,17,130,1,0.9,0.3
Aug,17,130,2,0.8,0.5
Aug,17,130,3,0.5,0.3
Aug,17,130,4,0.9,0.5
Aug,17,130,5,0.8,0.4
Aug,17,130,6,0.7,0.5
Aug,17,130,7,0.7,0.5
Aug,17,130,8,0.9,0.8
Aug,17,130,9,0.4,0.3
Aug,17,130,10,0.4,0.2
Aug,17,130,11,0.3,0.2
Aug,17,130,12,0.9,0.5
Aug,17,130,13,0.5,0.4
Aug,17,130,14,0.9,0.5
Aug,17,130,15,0.7,0.5
Aug,17,130,16,0.9,0.8
Aug,17,130,17,0.6,0.4
Aug,18,10,1,0.2,0.3
Aug,18,100,1,0.8,1
Aug,18,130,1,0.6,0.9
Aug,18,130,2,0.8,0.6
Aug,18,130,3,0.1,0.1
Aug,18,130,4,0.5,0.7
Aug,18,130,5,0.1,1.3
Aug,18,130,6,1.8,1.1
Aug,18,130,7,1,0.5
Aug,18,130,8,0.7,0.6
Aug,18,130,9,0.8,0.6
Aug,18,130,10,0.6,0.9
Aug,18,130,11,0.3,0.5
Aug,18,130,12,0.2,0.5
Aug,18,130,13,0.3,0.1
Aug,18,130,14,0.5,0.7
Aug,18,130,15,0.5,0.8
Aug,18,130,16,0.5,0.7
Aug,18,130,17,0.3,0.5
Aug,18,130,18,0.3,0.5
Aug,18,130,19,0.3,0.5
Aug,18,130,20,0.6,0.8
Aug,18,130,21,0.5,0.7
Aug,18,130,22,0.7,0.9
Aug,18,130,23,0.3,0.5
Aug,18,130,24,0.2,0.5
Aug,18,130,25,0.5,0.7
Aug,18,130,26,0.4,0.7
Aug,18,130,27,0.5,0.6
Aug,18,130,28,0.2,0.9
Aug,18,130,29,0.3,0.3
Aug,18,130,30,0.5,0.8
Aug,18,130,31,0.4,0.7
Aug,18,130,32,0.2,0.3
Aug,18,130,33,0.2,0.3
Aug,18,130,34,0.5,0.7
Aug,18,130,35,0.5,0.8
Aug,18,130,36,0.3,0.5
Aug,19,10,1,0.5,0.8
Aug,19,10,2,0.3,0.5
Aug,19,40,1,0.6,0.7
Aug,19,130,1,0.8,0.9
Aug,19,130,2,0.3,0.9
Aug,19,130,3,0.3,0.5
Aug,19,130,4,0.3,0.5
Aug,19,130,5,0.3,0.5
Aug,19,130,6,0.4,0.5
Aug,19,130,7,0.2,0.5
Aug,19,130,8,0.3,0.5
Aug,19,130,9,0.5,0.2
Aug,19,130,10,0.2,0.3
Aug,19,130,11,0.5,0.9
Aug,19,130,12,0.4,0.5
Aug,19,130,13,0.2,0.5
Aug,19,130,14,0.8,1.2
Aug,19,130,15,0.2,0.3
Aug,19,130,16,0.2,0.3
Aug,19,130,17,0.4,0.5
Aug,19,130,18,0.9,1.1
Aug,19,130,19,0.7,1
Aug,19,130,20,0.3,0.5
Aug,19,130,21,0.4,0.5
Aug,19,130,22,0.2,0.3
Aug,19,130,23,0.3,0.5
Aug,19,130,24,0.2,0.5
Aug,19,130,25,0.8,1.2
Aug,19,130,26,0.2,0.3
Aug,19,130,27,0.2,0.3
Aug,19,130,28,0.4,0.5
Aug,19,130,29,0.9,1.1
Aug,19,130,30,0.7,1
Aug,19,130,31,0.3,0.5
Aug,19,130,32,0.4,0.5
Aug,19,130,33,0.4,0.5
Aug,19,130,34,0.7,0.9
Aug,19,130,35,0.7,1
Aug,19,130,36,0.2,0.3
Aug,19,130,37,0.3,0.5
Aug,19,130,38,0.4,0.5
Aug,19,130,39,0.5,0.6
Aug,19,130,40,0.6,0.5
Aug,19,130,41,0.3,0.5
Aug,20,10,1,0.7,0.5
Aug,20,10,2,0.5,0.4
Aug,20,40,1,1.5,1.1
Aug,20,40,2,1.4,1.3
Aug,20,40,3,0.9,0.7
Aug,20,70,1,1.7,1.5
Aug,20,70,2,1.8,1.5
Aug,20,70,3,1.9,1.5
Aug,20,70,4,1.9,1.3
Aug,20,70,5,1.9,1.5
Aug,20,130,1,0.9,0.7
Aug,20,130,2,0.8,0.5
Aug,20,130,3,0.6,0.4
Aug,20,130,4,0.2,0.4
Aug,20,130,5,0.2,0.4
Aug,20,130,6,0.3,0.7
Aug,20,130,7,0.5,0.7
Aug,20,130,8,0.5,0.5
Aug,20,130,9,0.3,0.6
Aug,20,130,10,0.5,0.9
Aug,20,130,11,0.9,0.8
Aug,20,130,12,1.1,0.8
Aug,20,130,13,0.5,0.4
Aug,21,10,1,1.3,1.5
Aug,21,10,2,0.4,0.5
Aug,21,10,3,0.5,0.6
Aug,21,10,4,0.4,0.5
Aug,21,10,5,0.2,0.3
Aug,21,10,6,0.3,0.5
Aug,21,10,7,0.4,0.7
Aug,21,40,1,1.4,1.7
Aug,21,40,2,1.2,0.4
Aug,21,40,3,0.6,0.3
Aug,21,40,4,0.3,0.5
Aug,21,40,5,0.2,0.3
Aug,21,40,6,0.6,1.2
Aug,21,40,7,1,1.2
Aug,21,40,8,0.7,1
Aug,21,40,9,0.7,0.9
Aug,21,40,10,0.8,1.3
Aug,21,70,1,1.2,1.5
Aug,21,70,2,1,1.2
Aug,21,70,3,0.5,0.7
Aug,21,70,4,0.6,0.7
Aug,21,70,5,1.2,1.5
Aug,21,70,6,2.2,2.2
Aug,21,70,7,0.7,0.9
Aug,21,70,8,1.2,2.2
Aug,21,70,9,0.5,1.9
Aug,21,100,1,1,1.3
Aug,21,100,2,0.3,0.5
Aug,21,130,1,0.6,0.7
Aug,21,130,2,0.4,0.5
Aug,21,130,3,0.3,0.5
Aug,21,130,4,0.3,0.5
Aug,21,130,5,0.3,0.5
Aug,21,130,6,1.3,1.5
Aug,21,130,7,0.3,0.5
Aug,21,130,8,0.2,0.3
Aug,21,130,9,0.5,0.4
Aug,21,130,10,0.5,0.2
Aug,21,130,11,0.2,0.3
Aug,21,130,12,0.2,0.3
Aug,21,130,13,0.3,0.3
Aug,21,130,14,0.6,0.7
Aug,21,130,15,0.3,0.5
Aug,21,130,16,0.3,0.5
Aug,21,130,17,0.5,0.7
Aug,21,130,18,0.7,1
Aug,21,130,19,0.3,0.5
Aug,21,130,20,0.5,0.7
Aug,21,130,21,0.5,0.7
Aug,21,130,22,0.4,0.9
Aug,21,130,23,0.7,0.9
Aug,21,130,24,0.7,0.8
Aug,21,130,25,0.2,0.3
Aug,21,130,26,0.3,0.2
Aug,21,130,27,0.3,0.3
Aug,21,130,28,0.5,0.5
Aug,21,130,29,0.7,0.2
Aug,21,130,30,0.3,0.3
Aug,21,130,31,0.5,0.4
Aug,21,130,32,0.7,0.6
Aug,21,130,33,0.7,0.6
Aug,21,130,34,0.8,0.9
Aug,21,130,35,0.5,0.6
Aug,21,130,36,0.1,0.1
Aug,21,130,37,0.2,0.3
Aug,21,130,38,0.2,0.3
Aug,21,130,39,0.7,0.2
Aug,21,130,40,0.5,0.5
Aug,21,130,41,0.6,0.5
Aug,21,130,42,0.7,0.3
Aug,21,130,43,0.3,0.5
Aug,22,70,1,2,1.9
Aug,22,70,2,1,0.9
Aug,22,70,3,0.9,0.8
Aug,22,70,4,1.5,1
Aug,22,70,5,0.8,0.5
Aug,22,70,6,0.9,0.5
Aug,22,70,7,0.7,0.5
Aug,22,70,8,0.7,0.4
Aug,22,70,9,0.9,0.5
Aug,22,70,10,2.4,1.9
Aug,22,70,11,2,1
Aug,22,70,12,1,0.9
Aug,22,70,13,1.9,1.8
Aug,22,70,14,1,0.9
Aug,22,70,15,0.7,0.5
Aug,22,70,16,1.9,1.5
Aug,22,70,17,1.5,1
Aug,22,70,18,1.2,1
Aug,22,70,19,1.7,1
Aug,22,130,1,0.5,0.5
Aug,22,130,2,0.5,0.4
Aug,22,130,3,0.2,0.5
Aug,23,40,1,1.3,1.2
Aug,23,40,2,1.3,1
Aug,23,40,3,0.7,0.5
Aug,23,40,4,0.6,0.4
Aug,23,40,5,1.1,0.9
Aug,23,70,1,1.8,1.5
Aug,23,70,2,1.9,1.5
Aug,23,70,3,1,0.9
Aug,23,70,4,0.8,0.5
Aug,23,70,5,0.7,0.5
Aug,23,130,1,0.5,0.3
Aug,23,130,2,0.8,0.5
Aug,23,130,3,0.5,0.3
Aug,23,130,4,0.7,0.5
Aug,23,130,5,0.4,0.2
Aug,23,130,6,0.6,0.4
Aug,23,130,7,0.5,0.3
Aug,23,130,8,0.7,0.4
Aug,23,130,9,0.6,0.5
Aug,23,130,10,0.6,0.4
Aug,23,130,11,0.5,0.2
Aug,23,130,12,0.4,2
Aug,23,130,13,1,0.9
Aug,23,130,14,0.7,0.5
Aug,23,130,15,0.9,0.8
Aug,23,130,16,1,0.8
Aug,23,130,17,0.9,0.5
Aug,23,130,18,0.5,0.3
Aug,23,130,19,0.6,0.4
Aug,23,130,20,0.5,0.3
Aug,23,130,21,0.5,0.4
Aug,23,130,22,0.9,0.4
Aug,23,130,23,0.9,0.5
Aug,23,130,24,0.8,0.4
Aug,23,130,25,0.8,0.5
Aug,23,130,26,0.7,0.5
Aug,23,130,27,1,0.9
Aug,23,130,28,0.7,0.4
Aug,23,130,29,0.7,0.4
Aug,23,130,30,0.7,0.5
Aug,24,10,1,0.9,1
Aug,24,10,2,0.9,1
Aug,24,40,1,0.9,1
Aug,24,70,1,1,1.4
Aug,24,70,2,1,1.6
Aug,24,70,3,0.5,0.9
Aug,24,70,4,0.9,1.2
Aug,24,70,5,0.6,1.9
Aug,24,70,6,0.6,0.7
Aug,24,70,7,0.3,0.5
Aug,24,70,8,0.9,1
Aug,24,70,9,0.7,1
Aug,24,70,10,0.5,0.8
Aug,24,70,11,0.4,0.8
Aug,24,70,12,0.5,0.9
Aug,24,130,1,0.5,0.8
Aug,24,130,2,0.5,0.8
Aug,24,130,3,0.3,0.5
Aug,24,130,4,0.5,0.4
Aug,24,130,5,0.3,0.4
Aug,24,130,6,0.2,0.5
Aug,24,130,7,0.5,0.7
Aug,24,130,8,0.3,0.5
Aug,24,130,9,0.5,0.7
Aug,24,130,10,0.5,0.7
Aug,24,130,11,0.4,0.6
Aug,24,130,12,0.2,0.3
Aug,24,130,13,0.3,0.5
Aug,24,130,14,0.3,0.5
Aug,24,130,15,0.4,0.5
Aug,24,130,16,0.4,0.6
Aug,24,130,17,0.3,0.5
Aug,24,130,18,0.4,0.6
Aug,24,130,19,0.6,0.8
Aug,24,130,20,1.1,0.2
Aug,24,130,21,0.3,0.4
Aug,24,130,22,0.5,0.2
Aug,24,130,23,0.3,0.3
Aug,24,130,24,0.3,0.5
Aug,24,130,25,0.3,0.5
Aug,24,130,26,0.5,0.7
Aug,24,130,27,0.7,0.4
Aug,24,130,28,0.5,0.3
Aug,24,130,29,0.5,0.2
Aug,24,130,30,0.3,0.3
Aug,24,130,31,0.5,0.2
Aug,24,130,32,0.4,0.5
Aug,24,130,33,0.6,0.5
Aug,24,130,34,0.5,0.6
Aug,24,130,35,0.6,0.7
Aug,24,130,36,0.2,0.5
Aug,24,130,37,0.5,0.9
Aug,24,130,38,0.5,0.8
Aug,24,130,39,0.5,1
Aug,24,130,40,0.6,0.9
Aug,24,130,41,0.6,0.8
Aug,24,130,42,0.7,0.6
Aug,24,130,43,0.5,0.9
Aug,24,130,44,0.5,0.7
Aug,24,130,45,0.2,0.3
Aug,24,130,46,0.2,0.4
Aug,25,70,1,0.5,0.4
Aug,25,70,2,0.7,0.5
Aug,25,70,3,0.8,0.5
Aug,25,130,1,0.5,0.8
Aug,25,130,2,0.5,0.8
Aug,25,130,3,0.3,0.5
Aug,25,130,4,0.5,0.4
Aug,25,130,5,0.3,0.4
Aug,25,130,6,0.2,0.5
Aug,25,130,7,0.5,0.7
Aug,25,130,8,0.3,0.5
Aug,25,130,9,0.5,0.7
Aug,25,130,10,0.5,0.7
Aug,25,130,11,0.4,0.6
Aug,25,130,12,0.2,0.3
Aug,25,130,13,0.3,0.5
Aug,25,130,14,0.3,0.5
Aug,25,130,15,0.4,0.5
Aug,25,130,16,0.4,0.6
Aug,25,130,17,0.3,0.5
Aug,25,130,18,0.4,0.6
Aug,25,130,19,0.8,1.1
Aug,25,130,20,0.2,0.3
Aug,25,130,21,0.4,0.5
Aug,25,130,22,0.2,0.3
Aug,25,130,23,0.3,0.5
Aug,25,130,24,0.3,0.5
Aug,25,130,25,0.5,0.7
Aug,25,130,26,0.4,0.5
Aug,25,130,27,0.3,0.5
Aug,25,130,28,0.2,0.3
Aug,25,130,29,0.3,0.5
Aug,25,130,30,0.2,0.4
Aug,25,130,31,0.5,0.6
Aug,26,10,1,0.7,0.9
Aug,26,10,2,0.7,1.1
Aug,26,10,3,1,1.4
Aug,26,40,1,0.6,1.5
Aug,26,40,2,0.6,1.2
Aug,26,40,3,0.7,0.9
Aug,26,40,4,1,1.5
Aug,26,40,5,0.5,0.6
Aug,26,70,1,0.7,0.9
Aug,26,70,2,3,3.2
Aug,26,130,1,0.7,0.8
Aug,26,130,2,0.8,1
Aug,26,130,3,0.3,0.2
Aug,26,130,4,0.4,0.5
Aug,26,130,5,0.3,0.5
Aug,26,130,6,0.5,0.2
Aug,26,130,7,0.3,0.3
Aug,26,130,8,0.5,0.3
Aug,26,130,9,0.5,0.7
Aug,26,130,10,1.1,0.3
Aug,26,130,11,0.3,0.5
Aug,26,130,12,0.2,0.4
Aug,26,130,13,0.3,0.2
Aug,26,130,14,0.3,0.5
Aug,26,130,15,0.7,0.9
Aug,26,130,16,0.6,0.8
Aug,26,130,17,0.3,1
Aug,26,130,18,0.6,0.9
Aug,26,130,19,0.4,0.9
Aug,26,130,20,0.5,0.6
Aug,26,130,21,0.3,0.6
Aug,26,130,22,0.3,0.5
Aug,26,130,23,0.9,1
Aug,26,130,24,0.5,0.6
Aug,26,130,25,0.7,1
Aug,26,130,26,0.5,0.3
Aug,26,130,27,0.6,0.7
Aug,26,130,28,0.5,0.6
Aug,26,130,29,0.4,0.5
Aug,26,130,30,0.3,0.5
Aug,26,130,31,0.3,0.5
Aug,26,130,32,0.5,0.2
Aug,26,130,33,0.3,0.5
Aug,26,130,34,0.5,0.2
Aug,26,130,35,0.5,0.5
Aug,26,130,36,0.4,0.6
Aug,26,130,37,0.6,0.8
Aug,26,130,38,0.6,0.8
Aug,26,130,39,0.9,1.2
Aug,26,130,40,0.3,0.5
Aug,26,130,41,0.5,0.6
Aug,26,130,42,0.5,0.6
Aug,26,130,43,0.3,0.7
Aug,26,130,44,0.7,0.6
Aug,26,130,45,0.9,0.5
Aug,26,130,46,0.5,0.8
Aug,26,130,47,0.7,0.6
Aug,26,130,48,0.6,0.9
Aug,26,130,49,0.6,0.9
Aug,27,40,1,2.5,2
Aug,27,40,2,1.5,1.3
Aug,27,40,3,1.1,1
Aug,27,70,1,0.6,0.4
Aug,27,70,2,1,0.9
Aug,27,70,3,2.9,2
Aug,27,70,4,1.9,1.5
Aug,27,70,5,2.5,2
Aug,27,70,6,2.6,1.8
Aug,27,70,7,1.8,1.5
Aug,27,70,8,1.5,1.3
Aug,27,70,9,1.6,1.4
Aug,27,70,10,1.6,1.3
Aug,27,70,11,2,1.8
