Month,Batch,Distance,No,Length,Width
Apr,2,130,63,0.2,0.4
Apr,2,130,64,0.6,0.5
Apr,2,130,65,0.5,1
Apr,2,130,66,0.4,1
Apr,2,130,67,0.9,0.6
Apr,2,130,68,0.9,1.1
Apr,2,130,69,0.4,0.9
Apr,2,130,70,0.6,1
Apr,2,130,71,0.2,0.6
Apr,2,130,72,0.8,1
Apr,2,130,73,1,0.5
Apr,2,130,74,0.3,0.6
Apr,2,130,75,0.5,0.8
Apr,2,130,76,0.9,1
Apr,2,130,77,0.8,1.1
Apr,2,130,78,0.6,0.8
Apr,2,130,79,0.2,0.9
Apr,2,130,80,0.3,0.6
Apr,2,130,81,0.4,0.9
Apr,2,130,82,0.2,0.5
Apr,2,130,83,0.6,0.9
Apr,2,130,84,0.2,0.7
Apr,2,130,85,0.4,0.6
Apr,2,130,86,0.1,0.6
Apr,2,130,87,0.5,0.8
Apr,2,130,88,0.3,0.6
Apr,2,130,89,0.5,1
Apr,2,130,90,0.8,1.1
Apr,2,130,91,0.3,0.6
Apr,2,130,92,0.3,0.5
Apr,2,130,93,0.3,0.5
Apr,2,130,94,0.2,0.9
Apr,2,130,95,0.4,0.9
Apr,2,130,96,1.1,1.7
Apr,2,130,97,0.2,0.5
Apr,2,130,98,0.9,1.1
Apr,2,130,99,0.2,0.5
Apr,2,130,100,1.3,1.5
Apr,2,130,101,0.3,0.8
Apr,2,130,102,0.4,0.9
Apr,2,130,103,0.3,0.7
Apr,2,130,104,0.4,0.7
Apr,2,130,105,0.1,0.5
Apr,2,130,106,0.4,0.6
Apr,2,130,107,0.3,0.6
Apr,2,130,108,0.3,0.7
Apr,3,40,1,1.5,1.5
Apr,3,40,2,0.5,1.4
Apr,3,130,1,0.7,0.9
Apr,3,130,2,0.5,1.3
Apr,3,130,3,0.9,1.2
Apr,3,130,4,1.1,1.3
Apr,3,130,5,0.7,0.9
Apr,3,130,6,1,1.4
Apr,3,130,7,0.9,1.6
Apr,3,130,8,0.8,1.2
Apr,3,130,9,0.7,1.4
Apr,3,130,10,0.8,1.2
Apr,3,130,11,1.1,1.8
Apr,3,130,12,0.8,1.3
Apr,3,130,13,0.7,1.2
Apr,3,130,14,0.8,1
Apr,3,130,15,1,1.2
Apr,3,130,16,1.2,1.5
Apr,3,130,17,0.7,0.9
Apr,3,130,18,0.7,1.5
Apr,3,130,19,0.7,1
Apr,3,130,20,1,0.9
Apr,3,130,21,0.7,0.9
Apr,3,130,22,0.6,1.5
Apr,3,130,23,1,1.2
Apr,3,130,24,0.6,0.9
Apr,3,130,25,1.1,1.5
Apr,3,130,26,1.2,1.5
Apr,3,130,27,0.6,1
Apr,3,130,28,1,1.2
Apr,3,130,29,0.9,1
Apr,3,130,30,0.9,1.3
Apr,3,130,31,0.5,1
Apr,3,130,32,0.5,0.7
Apr,3,130,33,0.8,1.3
Apr,3,130,34,0.7,0.9
Apr,3,130,35,0.8,1.2
Apr,3,130,36,1.2,2
Apr,3,130,37,0.7,0.9
Apr,3,130,38,0.7,1
Apr,3,130,39,0.4,0.8
Apr,3,130,40,1,1.2
Apr,3,130,41,1,1.4
Apr,3,130,42,0.7,1
Apr,3,130,43,0.5,0.9
Apr,3,130,44,1,1.3
Apr,3,130,45,0.9,1.5
Apr,3,130,46,0.7,1.5
Apr,3,130,47,0.9,1
Apr,3,130,48,1.4,1.5
Apr,3,130,49,1,1.1
Apr,3,130,50,1,1.2
Apr,3,130,51,0.7,1.3
Apr,3,130,52,0.9,1
Apr,3,130,53,1.1,1.4
Apr,4,40,1,1.3,1.5
Apr,4,100,1,0.5,1.4
Apr,4,100,2,1,1.7
Apr,4,100,3,0.6,1
Apr,4,100,4,0.6,1.4
Apr,4,100,5,0.7,1.2
Apr,4,130,1,1,1.2
Apr,4,130,2,0.9,1.5
Apr,4,130,3,1,1.4
Apr,4,130,4,0.8,0.9
Apr,4,130,5,0.6,1.2
Apr,4,130,6,0.7,1.2
Apr,4,130,7,0.5,0.9
Apr,4,130,8,0.9,1
Apr,4,130,9,0.7,1.2
Apr,4,130,10,0.5,1
Apr,4,130,11,0.6,0.7
Apr,4,130,12,1.2,1
Apr,4,130,13,0.5,1.2
Apr,4,130,14,1,1.4
Apr,4,130,15,1,1.7
Apr,4,130,16,0.7,1.1
Apr,4,130,17,1,1.3
Apr,4,130,18,0.6,1
Apr,4,130,19,1,1.4
Apr,4,130,20,0.8,0.9
Apr,4,130,21,0.4,0.7
Apr,4,130,22,1,1.1
Apr,4,130,23,0.8,0.9
Apr,4,130,24,0.5,0.6
Apr,4,130,25,0.4,0.6
Apr,4,130,26,0.5,1
Apr,4,130,27,1,1.4
Apr,4,130,28,0.6,1.4
Apr,4,130,29,0.6,1
Apr,4,130,30,0.7,0.7
Apr,4,130,31,0.5,0.7
Apr,4,130,32,1,1.1
Apr,4,130,33,0.7,1
Apr,4,130,34,1,1.5
Apr,4,130,35,0.6,1.2
Apr,4,130,36,0.8,1
Apr,4,130,37,0.8,1.2
Apr,4,130,38,1,1.4
Apr,4,130,39,1.2,1.7
Apr,4,130,40,0.7,1.3
Apr,4,130,41,0.7,1.4
Apr,4,130,42,0.9,1.4
Apr,4,130,43,0.9,1.2
Apr,4,130,44,1.1,1.2
Apr,4,130,45,0.5,0.6
Apr,4,130,46,0.7,1.2
Apr,4,130,47,1,1.1
Apr,4,130,48,0.7,1
Apr,4,130,49,0.8,1.1
Apr,4,130,50,0.6,1
Apr,4,130,51,0.6,1
Apr,4,130,52,0.7,1
Apr,4,130,53,0.7,1.2
Apr,4,130,54,0.6,1
Apr,4,130,55,0.9,1
Apr,4,130,56,0.9,1
Apr,4,130,57,0.7,1.2
Apr,4,130,58,0.7,1.5
Apr,4,130,59,0.6,1
Apr,4,130,60,1.1,1
Apr,4,130,61,0.8,1.2
Apr,4,130,62,0.6,1
Apr,5,40,1,0.3,0.5
Apr,5,100,1,0.6,1
Apr,5,100,2,0.3,0.6
Apr,5,100,3,0.3,0.8
Apr,5,100,4,0.5,0.7
Apr,5,130,1,0.7,0.9
Apr,5,130,2,0.4,0.9
Apr,5,130,3,0.5,1.1
Apr,5,130,4,1,1.8
Apr,5,130,5,0.3,0.5
Apr,5,130,6,0.7,0.9
Apr,5,130,7,0.5,1.3
Apr,5,130,8,0.3,0.7
Apr,5,130,9,0.2,0.6
Apr,5,130,10,0.5,0.8
Apr,5,130,11,0.9,1.1
Apr,5,130,12,0.5,0.7
Apr,5,130,13,0.5,0.9
Apr,5,130,14,0.5,0.7
Apr,5,130,15,0.4,0.7
Apr,5,130,16,0.6,0.9
Apr,5,130,17,0.4,0.7
Apr,5,130,18,1,1.1
Apr,5,130,19,0.4,0.9
Apr,5,130,20,0.3,0.7
Apr,5,130,21,0.4,0.9
Apr,5,130,22,0.3,0.6
Apr,5,130,23,0.3,0.6
Apr,5,130,24,0.3,0.9
Apr,5,130,25,0.2,0.3
Apr,5,130,26,0.1,0.7
Apr,5,130,27,0.6,0.7
Apr,5,130,28,0.3,1.8
Apr,5,130,29,0.4,0.8
Apr,5,130,30,0.2,0.6
Apr,5,130,31,0.7,0.8
Apr,5,130,32,1,1.1
Apr,5,130,33,0.6,0.9
Apr,5,130,34,0.3,0.5
Apr,5,130,35,0.5,1.1
Apr,5,130,36,0.5,1
Apr,5,130,37,0.2,0.7
Apr,5,130,38,0.7,0.6
Apr,5,130,39,0.2,0.5
Apr,5,130,40,0.4,0.5
Apr,5,130,41,0.4,0.7
Apr,5,130,42,0.2,0.4
Apr,5,130,43,0.6,0.9
Apr,5,130,44,0.3,0.9
Apr,5,130,45,0.4,0.6
Apr,5,130,46,0.2,0.3
Apr,5,130,47,0.6,0.3
Apr,5,130,48,0.7,0.5
Apr,5,130,49,1,0.5
Apr,5,130,50,0.9,1.1
Apr,5,130,51,1.5,0.5
Apr,5,130,52,0.9,0.6
Apr,5,130,53,0.9,0.4
Apr,5,130,54,0.6,0.6
Apr,5,130,55,0.4,0.7
Apr,5,130,56,0.9,0.4
Apr,5,130,57,0.9,0.5
Apr,5,130,58,0.7,0.4
Apr,5,130,59,0.7,0.9
Apr,5,130,60,0.7,0.6
Apr,5,130,61,0.1,0.2
Apr,5,130,62,0.4,0.7
Apr,5,130,63,1,1
Apr,5,130,64,0.4,0.4
Apr,5,130,65,0.1,0.4
Apr,5,130,66,0.4,0.6
Apr,5,130,67,0.5,0.5
Apr,5,130,68,0.9,0.5
Apr,5,130,69,1,0.6
Apr,5,130,70,1,0.3
Apr,5,130,71,0.5,1
Apr,5,130,72,1.4,2
Apr,5,130,73,0.9,1
Apr,5,130,74,1.5,0.5
Apr,5,130,75,0.8,0.9
Apr,5,130,76,1,0.4
Apr,5,130,77,0.3,0.6
Apr,5,130,78,0.9,0.5
Apr,5,130,79,0.6,0.3
Apr,5,130,80,0.5,0.4
Apr,5,130,81,0.7,0.4
Apr,5,130,82,0.6,0.4
Apr,5,130,83,0.7,0.7
Apr,5,130,84,0.4,0.7
Apr,5,130,85,0.9,0.5
Apr,5,130,86,0.9,0.3
Apr,5,130,87,0.7,0.4
Apr,5,130,88,0.3,0.5
Apr,5,130,89,0.9,0.2
Apr,5,130,90,0.7,0.4
Apr,5,130,91,0.7,0.2
Apr,5,130,92,0.7,0.2
Apr,5,130,93,0.5,0.1
Apr,5,130,94,0.3,0.5
Apr,5,130,95,0.6,0.4
Apr,5,130,96,0.6,0.5
Apr,5,130,97,0.8,0.2
Apr,5,130,98,0.6,1
Apr,5,130,99,0.3,0.8
Apr,5,130,100,0.6,1
Apr,6,40,1,1,1.2
Apr,6,40,2,1.1,1.5
Apr,6,70,1,0.7,1
Apr,6,100,1,0.6,1.1
Apr,6,100,2,0.9,1.4
Apr,6,100,3,0.6,0.9
Apr,6,130,1,1,1.4
Apr,6,130,2,1.2,1.5
Apr,6,130,3,0.9,1.1
Apr,6,130,4,0.6,0.8
Apr,6,130,5,0.9,1.3
Apr,6,130,6,0.5,1.5
Apr,6,130,7,1,1.2
Apr,6,130,8,0.8,1
Apr,6,130,9,0.9,1.2
Apr,6,130,10,0.2,1.5
Apr,6,130,11,1,0.7
Apr,6,130,12,1.1,1.4
Apr,6,130,13,0.6,1
Apr,6,130,14,0.6,0.8
Apr,6,130,15,0.5,1
Apr,6,130,16,1.2,1.5
Apr,6,130,17,0.5,0.6
Apr,6,130,18,0.5,0.6
Apr,6,130,19,1,1.1
Apr,6,130,20,0.5,0.8
Apr,6,130,21,1,1.5
Apr,6,130,22,1,1.2
Apr,6,130,23,1.4,2
Apr,6,130,24,1.5,2
Apr,6,130,25,0.7,1
Apr,6,130,26,0.5,0.9
Apr,6,130,27,0.6,1
Apr,6,130,28,0.8,0.6
Apr,6,130,29,0.5,1
Apr,6,130,30,0.7,1
Apr,6,130,31,0.6,1
Apr,6,130,32,0.9,1.3
Apr,6,130,33,1.2,2
Apr,6,130,34,0.8,1
Apr,6,130,35,0.7,1.1
Apr,6,130,36,0.7,1
Apr,6,130,37,0.9,1.2
Apr,6,130,38,1,1.5
Apr,6,130,39,0.8,0.9
Apr,6,130,40,1.2,1.1
Apr,6,130,41,0.5,1
Apr,6,130,42,0.5,0.9
Apr,6,130,43,0.5,0.8
Apr,6,130,44,0.6,0.5
Apr,6,130,45,0.9,1.1
Apr,6,130,46,0.8,1.2
Apr,6,130,47,1.1,1.2
Apr,6,130,48,0.6,0.7
Apr,6,130,49,1,1
Apr,6,130,50,1,1.2
Apr,6,130,51,0.8,1.5
Apr,6,130,52,0.8,1
Apr,6,130,53,0.6,1.2
Apr,7,100,1,0.6,1
Apr,7,100,2,1,0.9
Apr,7,100,3,0.5,0.7
Apr,7,100,4,0.4,0.9
Apr,7,100,5,1.3,1
Apr,7,130,1,1,1.1
Apr,7,130,2,1.2,1
Apr,7,130,3,1,0.9
Apr,7,130,4,1.1,0.6
Apr,7,130,5,0.4,0.6
Apr,7,130,6,0.3,0.5
Apr,7,130,7,0.6,1.1
Apr,7,130,8,1.8,0.7
Apr,7,130,9,1.2,0.9
Apr,7,130,10,1,0.9
Apr,7,130,11,0.9,0.8
Apr,7,130,12,1.2,1.1
Apr,7,130,13,1,1.2
Apr,7,130,14,0.7,0.4
Apr,7,130,15,0.3,0.5
Apr,7,130,16,1,0.6
Apr,7,130,17,0.5,0.6
Apr,7,130,18,0.4,0.5
Apr,7,130,19,1,0.9
Apr,7,130,20,0.5,0.4
Apr,7,130,21,1.6,1
Apr,7,130,22,1,1.1
Apr,7,130,23,1.2,1.1
Apr,7,130,24,1.3,0.9
Apr,7,130,25,0.9,0.8
Apr,7,130,26,0.6,0.5
Apr,7,130,27,1,0.7
Apr,7,130,28,1.4,1
Apr,7,130,29,0.5,0.4
Apr,7,130,30,1,0.9
Apr,7,130,31,0.4,0.6
Apr,7,130,32,0.8,0.6
Apr,7,130,33,1,1.5
Apr,7,130,34,1,1
Apr,7,130,35,1.1,0.9
Apr,7,130,36,1.4,0.9
Apr,7,130,37,0.9,0.6
Apr,7,130,38,1,0.5
Apr,7,130,39,1,0.6
Apr,7,130,40,0.9,0.6
Apr,7,130,41,1.3,1.4
Apr,7,130,42,0.9,0.8
Apr,7,130,43,1.3,0.9
Apr,7,130,44,0.9,0.8
Apr,7,130,45,0.8,0.6
Apr,7,130,46,1.4,0.8
Apr,7,130,47,0.9,1
Apr,7,130,48,1,0.5
Apr,7,130,49,0.4,0.6
Apr,7,130,50,1,0.5
Apr,7,130,51,1,0.4
Apr,7,130,52,0.6,0.5
Apr,7,130,53,0.6,0.5
Apr,7,130,54,0.7,1
Apr,7,130,55,0.4,0.3
Apr,7,130,56,1.1,0.9
Apr,7,130,57,1.1,1
Apr,7,130,58,1.2,0.9
Apr,7,130,59,1,0.6
Apr,7,130,60,0.5,0.4
Apr,7,130,61,1.6,0.9
Apr,7,130,62,1,0.8
Apr,7,130,63,0.5,0.6
Apr,7,130,64,1.2,1.1
Apr,7,130,65,0.9,1.1
Apr,7,130,66,0.9,0.8
Apr,7,130,67,1.2,1
Apr,7,130,68,0.9,0.7
Apr,7,130,69,0.4,0.5
Apr,7,130,70,0.6,0.4
Apr,7,130,71,0.6,0.5
Apr,7,130,72,1,1.2
Apr,7,130,73,1,1.2
Apr,7,130,74,0.6,0.5
Apr,7,130,75,1,1.1
Apr,7,130,76,1,0.6
Apr,7,130,77,0.4,0.6
Apr,7,130,78,0.5,0.4
Apr,7,130,79,1.1,0.9
Apr,7,130,80,0.6,0.8
Apr,7,130,81,0.9,0.6
Apr,7,130,82,0.8,0.5
Apr,7,130,83,0.9,0.6
Apr,7,130,84,0.9,1
Apr,7,130,85,1.1,1.2
Apr,7,130,86,0.8,0.7
Apr,7,130,87,0.4,0.3
Apr,7,130,88,0.4,0.3
Apr,7,130,89,0.8,0.7
Apr,7,130,90,0.6,0.4
Apr,7,130,91,0.8,0.5
Apr,7,130,92,0.8,0.6
Apr,8,70,1,0.9,1.2
Apr,8,10,1,1.2,1.1
Apr,8,130,1,0.8,1.2
Apr,8,130,2,0.6,0.9
Apr,8,130,3,1,1.2
Apr,8,130,4,0.9,0.8
Apr,8,130,5,0.5,0.8
Apr,8,130,6,1.5,1
Apr,8,130,7,1.5,2
Apr,8,130,8,0.9,1
Apr,8,130,9,0.8,1.2
Apr,8,130,10,0.6,0.8
Apr,8,130,11,0.6,1.1
Apr,8,130,12,1,1.5
Apr,8,130,13,1,1.4
Apr,8,130,14,0.6,0.8
Apr,8,130,15,1,1.1
Apr,8,130,16,1,1.2
Apr,8,130,17,0.8,1
Apr,8,130,18,1,1.1
Apr,8,130,19,0.6,0.8
Apr,8,130,20,1.2,1.4
Apr,8,130,21,1.1,1.4
Apr,8,130,22,0.7,0.9
Apr,8,130,23,1.4,1.5
Apr,8,130,24,1.1,1.4
Apr,8,130,25,0.7,0.9
Apr,8,130,26,0.6,1.1
Apr,8,130,27,0.5,0.8
Apr,8,130,28,0.5,0.8
Apr,8,130,29,0.6,1
Apr,8,130,30,0.6,1.1
Apr,8,130,31,1,1.6
Apr,8,130,32,0.9,1.4
Apr,8,130,33,0.9,1.3
Apr,8,130,34,0.9,1.5
Apr,8,130,35,1.6,1.1
Apr,8,130,36,0.6,0.8
Apr,8,130,37,0.7,1
Apr,8,130,38,1,1.1
Apr,8,130,39,1.5,0.7
Apr,8,130,40,0.5,1.1
Apr,8,130,41,0.7,1.1
Apr,8,130,42,0.5,0.8
Apr,8,130,43,0.6,0.9
Apr,8,130,44,1.3,1.4
Apr,8,130,45,0.4,0.7
Apr,8,130,46,0.7,1
Apr,8,130,47,0.8,1.1
Apr,8,130,48,0.9,1.2
Apr,8,130,49,1.1,1.4
Apr,8,130,50,0.9,1
Apr,8,130,51,0.6,1.1
Apr,8,130,52,0.5,0.7
Apr,8,130,53,0.6,0.9
Apr,8,130,54,0.8,1.2
Apr,8,130,55,0.6,0.9
Apr,8,130,56,0.7,1.2
Apr,8,130,57,0.5,0.7
Apr,8,130,58,0.6,1.1
Apr,8,130,59,0.5,1
Apr,8,130,60,1,1.1
Apr,8,130,61,0.6,0.9
Apr,9,10,1,1,1.2
Apr,9,10,2,0.9,1.3
Apr,9,70,1,1.2,1.7
Apr,9,100,1,0.8,1
Apr,9,130,1,0.9,1.1
Apr,9,130,2,1,1.4
Apr,9,130,3,0.7,0.9
Apr,9,130,4,0.6,1
Apr,9,130,5,0.7,1.2
Apr,9,130,6,0.7,1.2
Apr,9,130,7,0.8,1
Apr,9,130,8,1,1.5
Apr,9,130,9,1,1.4
Apr,9,130,10,1.1,1.5
Apr,9,130,11,1.1,1.5
Apr,9,130,12,1,1.1
Apr,9,130,13,0.9,1
Apr,9,130,14,1,11.2
Apr,9,130,15,0.8,1
Apr,9,130,16,0.9,1.2
Apr,9,130,17,1.1,1.3
Apr,9,130,18,0.6,1
Apr,9,130,19,1.1,1.4
Apr,9,130,20,0.5,0.8
Apr,9,130,21,0.7,1
Apr,9,130,22,0.3,0.7
Apr,9,130,23,0.9,1.4
Apr,9,130,24,1.1,1.2
Apr,9,130,25,1.3,1.3
Apr,9,130,26,0.5,0.8
Apr,9,130,27,0.6,0.8
Apr,9,130,28,0.7,0.9
Apr,9,130,29,0.5,0.9
Apr,9,130,30,0.7,1.2
Apr,9,130,31,0.7,0.9
Apr,9,130,32,0.8,1.2
Apr,9,130,33,0.7,0.9
Apr,9,130,34,0.9,1
Apr,9,130,35,1.1,1.3
Apr,9,130,36,1.2,1.1
Apr,9,130,37,0.9,1.5
Apr,9,130,38,0.8,1.1
Apr,9,130,39,0.6,1
Apr,9,130,40,0.5,1
Apr,9,130,41,0.8,1.2
Apr,9,130,42,0.6,0.9
Apr,9,130,43,0.6,1
Apr,9,130,44,0.9,1
Apr,9,130,45,0.9,1
Apr,9,130,46,0.7,1.3
Apr,9,130,47,0.8,0.9
Apr,9,130,48,0.7,1.2
Apr,9,130,49,0.9,1.3
Apr,9,130,50,0.7,0.9
Apr,9,130,51,0.9,1.4
Apr,10,70,1,0.2,0.6
Apr,10,70,2,0.3,0.4
Apr,10,100,1,0.6,1
Apr,10,100,2,0.5,1
Apr,10,100,3,0.9,2
Apr,10,100,4,1.6,1
Apr,10,100,5,0.5,1.3
Apr,10,100,6,0.2,0.5
Apr,10,130,1,,
Apr,10,130,2,,
Apr,10,130,3,,
Apr,10,130,4,,
Apr,10,130,5,,
Apr,10,130,6,,
Apr,10,130,7,,
Apr,10,130,8,,
Apr,10,130,9,,
Apr,10,130,10,,
Apr,10,130,11,,
Apr,10,130,12,,
Apr,10,130,13,,
Apr,10,130,14,,
Apr,10,130,15,,
Apr,10,130,16,,
Apr,10,130,17,,
Apr,10,130,18,,
Apr,10,130,19,,
Apr,10,130,20,,
Apr,10,130,21,,
Apr,10,130,22,,
Apr,10,130,23,,
Apr,10,130,24,,
Apr,10,130,25,,
Apr,10,130,26,,
Apr,10,130,27,,
Apr,10,130,28,,
Apr,10,130,29,,
Apr,10,130,30,,
Apr,10,130,31,,
Apr,10,130,32,,
Apr,10,130,33,,
Apr,10,130,34,,
Apr,10,130,35,,
Apr,10,130,36,,
Apr,10,130,37,,
Apr,10,130,38,,
Apr,10,130,39,,
Apr,10,130,40,,
Apr,10,130,41,,
Apr,10,130,42,,
Apr,10,130,43,,
Apr,10,130,44,,
Apr,10,130,45,,
Apr,10,130,46,,
Apr,10,130,47,,
Apr,10,130,48,,
Apr,10,130,49,,
Apr,10,130,50,,
Apr,10,130,51,,
Apr,10,130,52,,
Apr,10,130,53,,
Apr,10,130,54,,
Apr,10,130,55,,
Apr,11,10,1,0.9,1
Apr,11,10,2,1.4,0.5
Apr,11,70,1,0.8,0.5
Apr,11,130,1,0.4,0.3
Apr,11,130,2,0.9,0.8
Apr,11,130,3,1.1,1.2
Apr,11,130,4,1.5,1
Apr,11,130,5,1.1,0.9
Apr,11,130,6,1.5,0.9
Apr,11,130,7,0.5,0.7
Apr,11,130,8,1,1.7
Apr,11,130,9,0.9,0.7
Apr,11,130,10,1,1.6
Apr,11,130,11,0.9,1
Apr,11,130,12,0.5,0.4
Apr,11,130,13,0.6,0.5
Apr,11,130,14,0.8,0.4
Apr,11,130,15,1,0.6
Apr,11,130,16,1.2,1
Apr,11,130,17,1.3,1
Apr,11,130,18,1.2,6
Apr,11,130,19,1,1
Apr,11,130,20,1.5,1.3
Apr,11,130,21,1.2,0.9
Apr,11,130,22,0.8,0.9
Apr,11,130,23,0.9,1
Apr,11,130,24,1.1,0.8
Apr,11,130,25,0.9,0.8
Apr,11,130,26,0.7,0.4
Apr,11,130,27,1.3,1.2
Apr,11,130,28,1.5,1.4
Apr,11,130,29,1.6,1.1
Apr,11,130,30,1,0.9
Apr,11,130,31,0.9,0.8
Apr,11,130,32,1.1,1
Apr,11,130,33,0.5,0.7
Apr,11,130,34,0.9,0.4
Apr,11,130,35,1,0.8
Apr,11,130,36,0.7,0.5
Apr,11,130,37,1,0.9
Apr,11,130,38,1,0.6
Apr,11,130,39,0.2,0.8
Apr,11,130,40,0.8,0.6
Apr,11,130,41,0.5,0.4
Apr,11,130,42,0.3,0.6
Apr,11,130,43,0.8,0.5
Apr,11,130,44,0.3,0.5
Apr,11,130,45,0.9,0.8
Apr,11,130,46,0.6,0.5
Apr,11,130,47,0.7,1
Apr,11,130,48,0.9,0.8
Apr,11,130,49,1,0.8
Apr,11,130,50,1,0.9
Apr,11,130,51,1.2,0.7
Apr,11,130,52,0.8,1.1
Apr,11,130,53,1.2,1.3
Apr,11,130,54,1.5,0.6
Apr,11,130,55,0.6,0.9
Apr,11,130,56,1.4,1.3
Apr,11,130,57,0.9,0.7
Apr,11,130,58,1,0.6
Apr,11,130,59,1,1.2
Apr,11,130,60,1,0.6
Apr,11,130,61,1,0.9
Apr,11,130,62,0.8,1
Apr,11,130,63,1.2,1
Apr,11,130,64,1,1.1
Apr,11,130,65,0.4,0.6
Apr,11,130,66,0.5,0.8
Apr,11,130,67,1.1,0.9
Apr,11,130,68,0.8,0.6
Apr,11,130,69,0.4,0.3
Apr,11,130,70,0.8,0.7
Apr,11,130,71,0.6,0.6
Apr,12,10,1,1,1.3
Apr,12,10,2,0.5,0.7
Apr,12,40,1,1.2,1.5
Apr,12,40,2,1.1,1.4
Apr,12,70,1,1.7,2
Apr,12,70,2,1.1,1.3
Apr,12,100,1,0.9,1.5
Apr,12,100,2,1,1.3
Apr,12,100,3,0.7,0.8
Apr,12,130,1,0.9,1.1
Apr,12,130,2,1.2,1.5
Apr,12,130,3,0.7,1
Apr,12,130,4,1.2,1.5
Apr,12,130,5,1.4,1.7
Apr,12,130,6,0.9,1.3
Apr,12,130,7,0.8,0.9
Apr,12,130,8,0.8,1.4
Apr,12,130,9,0.5,1.1
Apr,12,130,10,1,1.1
Apr,12,130,11,0.9,1.1
Apr,12,130,12,1.2,1.7
Apr,12,130,13,1,1.4
Apr,12,130,14,1,0.9
Apr,12,130,15,1.1,1.7
Apr,12,130,16,0.5,0.8
Apr,12,130,17,0.8,1.1
Apr,12,130,18,0.7,0.9
Apr,12,130,19,0.6,1.2
Apr,12,130,20,0.8,0.7
Apr,12,130,21,1.2,1
Apr,12,130,22,0.7,0.9
Apr,12,130,23,1.1,1.3
Apr,12,130,24,1.1,1.3
Apr,12,130,25,0.7,1.2
Apr,12,130,26,0.8,1.1
Apr,12,130,27,1,1.2
Apr,12,130,28,0.8,1.2
Apr,12,130,29,1,1.2
Apr,12,130,30,1.1,1.2
Apr,12,130,31,0.8,1.2
Apr,12,130,32,1,1.2
Apr,12,130,33,0.7,1.3
Apr,12,130,34,0.9,1.1
Apr,12,130,35,1,1.3
Apr,12,130,36,1,1.4
Apr,12,130,37,1,1.1
Apr,12,130,38,1.4,0.9
Apr,12,130,39,0.6,1.1
Apr,12,130,40,1,1.5
Apr,12,130,41,1.1,1.2
Apr,12,130,42,0.7,1.2
Apr,12,130,43,1.1,1.2
Apr,12,130,44,0.7,1.1
Apr,12,130,45,0.9,1.1
Apr,12,130,46,0.8,1.1
Apr,12,130,47,0.6,1.2
Apr,12,130,48,0.9,1
Apr,12,130,49,0.9,1.2
Apr,12,130,50,1,1.1
Apr,12,130,51,0.6,0.9
Apr,12,130,52,1.1,1.2
Apr,13,10,1,0.3,0.5
Apr,13,10,2,0.6,0.9
Apr,13,10,3,0.3,0.6
Apr,13,10,4,0.3,0.6
Apr,13,10,5,0.7,1
Apr,13,10,6,0.2,0.5
Apr,13,10,7,0.9,1.5
Apr,13,10,8,0.5,1
Apr,13,40,1,0.4,1
Apr,13,40,2,0.2,0.5
Apr,13,40,3,0.8,0.9
Apr,13,70,1,0.5,0.8
Apr,13,70,2,0.8,0.9
Apr,13,70,3,0.8,1.5
Apr,13,70,4,1.3,1.9
Apr,13,100,1,0.2,0.4
Apr,13,100,2,0.4,1
Apr,13,130,1,0.5,0.9
Apr,13,130,2,0.4,1
Apr,13,130,3,0.2,0.5
Apr,13,130,4,0.5,1
Apr,13,130,5,0.2,0.5
Apr,13,130,6,0.7,0.9
Apr,13,130,7,1.2,1.7
Apr,13,130,8,0.4,0.6
Apr,13,130,9,0.4,0.7
Apr,13,130,10,0.7,1
Apr,13,130,11,1,1.7
Apr,13,130,12,0.2,0.5
Apr,13,130,13,0.4,0.9
Apr,13,130,14,0.5,1.6
Apr,13,130,15,0.6,0.9
Apr,13,130,16,0.6,0.9
Apr,13,130,17,0.4,0.6
Apr,13,130,18,0.4,0.7
Apr,13,130,19,0.4,0.9
Apr,13,130,20,0.4,0.9
Apr,13,130,21,0.4,0.7
Apr,13,130,22,0.5,0.7
Apr,13,130,23,0.4,0.9
Apr,13,130,24,0.3,0.7
Apr,13,130,25,0.3,0.9
Apr,13,130,26,0.3,0.6
Apr,13,130,27,0.4,0.7
Apr,13,130,28,0.4,1.2
Apr,13,130,29,0.6,1.2
Apr,13,130,30,0.2,0.7
Apr,13,130,31,0.9,1.2
Apr,13,130,32,0.3,0.7
Apr,13,130,33,0.3,0.7
Apr,13,130,34,0.4,0.7
Apr,13,130,35,0.2,0.7
Apr,13,130,36,0.3,0.6
Apr,13,130,37,0.5,0.9
Apr,13,130,38,0.4,0.9
Apr,13,130,39,0.2,0.5
Apr,13,130,40,0.5,0.9
Apr,13,130,41,0.6,0.9
Apr,13,130,42,0.9,1.4
Apr,13,130,43,0.4,0.9
Apr,13,130,44,0.6,1
Apr,13,130,45,0.5,0.6
Apr,13,130,46,0.4,0.9
Apr,13,130,47,0.4,0.6
Apr,13,130,48,0.3,0.6
Apr,13,130,49,0.4,0.9
Apr,13,130,50,0.2,0.5
Apr,13,130,51,0.5,0.7
Apr,13,130,52,0.3,0.6
Apr,13,130,53,0.2,0.7
Apr,13,130,54,0.5,0.9
Apr,13,130,55,0.4,0.9
Apr,13,130,56,0.5,1
Apr,14,10,1,0.5,0.4
